Date;Surplus;ConsumedHT;ConsumedLT;Produced;
2020-07-20;7.76;7.43;0.00;18.11;
2020-07-21;6.24;4.54;0.00;18.09;
2020-07-22;6.32;7.38;0.00;23.96;
2020-07-23;3.02;11.90;0.00;18.62;
2020-07-24;6.62;7.39;0.00;18.87;
2020-07-25;2.85;10.32;0.00;15.28;
2020-07-26;3.15;10.74;0.00;20.29;
2020-07-27;6.38;6.45;0.00;21.41;
2020-07-28;10.58;4.45;0.00;24.20;
2020-07-29;6.89;7.66;0.00;20.95;
2020-07-30;9.07;6.20;0.00;24.66;
2020-07-31;11.31;4.54;0.00;22.60;
2020-08-01;7.13;6.79;0.00;24.78;
2020-08-02;0.93;8.50;0.00;21.25;
2020-08-03;0.85;4.57;0.00;7.37;
2020-08-04;5.70;2.04;0.00;14.04;
2020-08-05;8.14;1.81;0.00;14.40;
2020-08-06;14.12;1.67;0.00;21.01;
2020-08-07;15.28;1.75;0.00;21.29;
2020-08-08;16.17;1.82;0.00;22.74;
2020-08-09;15.67;1.83;0.00;22.14;
2020-08-10;11.17;1.83;0.00;17.46;
2020-08-11;12.13;1.85;0.00;17.81;
2020-08-12;16.64;1.80;0.00;22.54;
2020-08-13;15.32;1.85;0.00;21.37;
2020-08-14;12.08;3.15;0.00;18.39;
2020-08-15;0.99;9.02;0.00;12.83;
2020-08-16;0.93;6.16;0.00;12.64;
2020-08-17;1.81;9.23;0.00;10.72;
2020-08-18;1.95;9.96;0.00;11.52;
2020-08-19;0.62;10.39;0.00;6.16;
2020-08-20;2.84;7.35;0.00;18.43;
2020-08-20;2.84;7.35;0.00;18.43;
2020-08-21;4.22;9.55;0.00;21.30;
2020-08-22;1.62;7.25;0.00;21.27;
2020-08-23;2.56;9.43;0.00;17.06;
2020-08-24;3.07;9.92;0.00;19.60;
2020-08-25;7.76;6.45;0.00;19.54;
2020-08-26;7.29;7.13;0.00;19.46;
2020-08-27;1.87;8.78;0.00;16.11;
2020-08-28;8.23;6.47;0.00;21.28;
2020-08-29;0.75;12.28;0.00;9.82;
2020-08-29;0.75;12.28;0.00;9.82;
2020-08-30;0.82;8.14;0.00;15.39;
2020-08-31;0.70;9.18;0.00;7.89;
2020-09-01;0.19;11.11;0.00;2.82;
2020-09-02;2.76;7.86;0.00;16.37;
2020-09-03;2.94;5.92;0.00;14.08;
2020-09-04;2.52;8.92;0.00;15.48;
2020-09-05;3.43;7.46;0.00;15.89;
2020-09-06;0.75;8.03;0.00;8.09;
2020-09-07;0.98;7.26;0.00;11.10;
2020-09-08;8.17;10.19;0.00;18.99;
2020-09-09;4.71;7.44;0.00;19.93;
2020-09-10;0.43;12.41;0.00;13.81;
2020-09-11;3.27;11.92;0.00;17.25;
2020-09-12;1.27;8.57;0.00;16.94;
2020-09-13;5.36;9.20;0.00;17.09;
2020-09-14;4.24;6.90;0.00;17.82;
2020-09-15;1.60;8.62;0.00;18.01;
2020-09-16;3.28;6.81;0.00;15.42;
2020-09-17;0.81;10.40;0.00;10.20;
2020-09-18;1.91;7.06;0.00;19.42;
2020-09-19;1.81;11.05;0.00;16.97;
2020-09-20;1.55;13.68;0.00;17.23;
2020-09-21;0.68;12.45;0.00;17.06;
2020-09-22;3.01;7.58;0.00;16.84;
2020-09-23;0.52;9.69;0.00;8.49;
2020-09-24;0.43;12.02;0.00;8.85;
2020-09-25;0.26;20.14;0.00;3.03;
2020-09-26;0.23;13.44;0.00;2.94;
2020-09-27;0.45;17.73;0.00;9.17;
2020-09-28;0.13;16.72;0.00;3.39;
2020-09-29;0.33;12.01;0.00;3.51;
2020-09-30;0.44;16.83;0.00;6.24;
2020-10-01;0.14;17.49;0.00;3.87;
2020-10-02;0.35;18.61;0.00;9.16;
2020-10-03;1.39;7.10;0.00;12.87;
2020-10-04;0.81;12.17;0.00;8.30;
2020-10-05;0.30;14.93;0.00;5.95;
2020-10-06;0.50;11.35;0.00;9.89;
2020-10-07;0.38;18.25;0.00;5.44;
2020-10-08;0.62;16.21;0.00;10.20;
2020-10-09;0.55;13.05;0.00;10.54;
2020-10-10;0.37;15.87;0.00;8.08;
2020-10-11;0.19;16.42;0.00;4.13;
2020-10-12;0.01;14.00;0.00;2.24;
2020-10-13;0.00;18.49;0.00;1.69;
2020-10-14;0.01;13.82;0.00;1.38;
2020-10-14;0.01;13.82;0.00;1.38;
2020-10-15;0.38;13.85;0.00;8.24;
2020-10-16;0.00;12.35;0.00;1.67;
2020-10-17;0.10;16.76;0.00;2.07;
2020-10-18;0.12;24.59;0.00;3.94;
2020-10-19;0.19;25.44;0.00;8.25;
2020-10-20;0.47;13.85;0.00;12.56;
2020-10-21;0.35;18.68;0.00;6.60;
2020-10-22;0.55;14.86;0.00;11.38;
2020-10-23;0.57;8.19;0.00;6.37;
2020-10-24;0.26;22.06;0.00;4.37;
2020-10-25;0.33;12.80;0.00;4.01;
2020-10-26;0.03;21.68;0.00;2.27;
2020-10-27;0.47;13.06;0.00;7.99;
2020-10-28;0.34;15.95;0.00;2.52;
2020-10-29;0.11;15.25;0.00;2.39;
2020-10-30;0.07;22.03;0.00;2.91;
2020-10-31;0.07;13.39;0.00;2.38;
2020-11-01;0.04;17.51;0.00;1.91;
2020-11-02;0.00;22.94;0.00;1.21;
2020-11-03;0.12;19.03;0.00;3.21;
2020-11-04;0.00;16.72;0.00;1.68;
2020-11-05;0.58;9.96;0.00;8.71;
2020-11-06;0.32;15.54;0.00;7.66;
2020-11-07;0.43;14.54;0.00;8.39;
2020-11-08;0.54;15.52;0.00;8.03;
2020-11-09;0.46;10.82;0.00;5.95;
2020-11-10;0.00;16.77;0.00;1.67;
2020-11-11;0.00;14.85;0.00;0.87;
2020-11-12;0.00;19.39;0.00;1.03;
2020-11-13;0.00;14.39;0.00;1.11;
2020-11-14;0.00;16.21;0.00;0.88;
2020-11-15;0.00;18.59;0.00;1.15;
2020-11-16;0.00;15.92;0.00;0.86;
2020-11-17;0.22;15.55;0.00;3.19;
2020-11-18;0.23;20.62;0.00;4.38;
2020-11-18;0.23;20.62;0.00;4.38;
2020-11-19;0.02;22.15;0.00;1.19;
2020-11-20;0.17;15.61;0.00;3.56;
2020-11-21;0.32;13.41;0.00;6.71;
2020-11-22;0.26;20.11;0.00;5.67;
2020-11-23;0.04;18.78;0.00;2.16;
2020-11-24;0.00;15.69;0.00;1.70;
2020-11-25;0.01;16.37;0.00;1.50;
2020-11-26;0.00;20.23;0.00;0.80;
2020-11-27;0.00;20.15;0.00;0.72;
2020-11-28;0.09;18.27;0.00;2.40;
2020-11-29;0.03;17.68;0.00;2.00;
2020-11-30;0.14;17.98;0.00;4.14;
2020-12-01;0.00;23.69;0.00;1.82;
2020-12-02;0.32;12.53;0.00;4.68;
2020-12-03;0.00;18.68;0.00;1.04;
2020-12-04;0.01;22.69;0.00;0.73;
2020-12-05;0.03;16.22;0.00;3.09;
2020-12-06;0.19;13.17;0.00;3.54;
2020-12-07;0.03;18.67;0.00;1.35;
2020-12-08;0.12;12.75;0.00;2.45;
2020-12-09;0.13;16.90;0.00;2.51;
2020-12-10;0.00;22.41;0.00;0.79;
2020-12-11;0.03;21.09;0.00;1.19;
2020-12-12;0.10;17.61;0.00;1.84;
2020-12-13;0.00;16.26;0.00;0.81;
2020-12-14;0.29;15.32;0.00;3.65;
2020-12-15;0.06;18.86;0.00;2.44;
2020-12-16;0.00;12.02;0.00;0.84;
2020-12-17;0.00;24.44;0.00;0.66;
2020-12-18;0.02;12.44;0.00;1.73;
2020-12-19;0.00;25.94;0.00;0.62;
2020-12-20;0.00;17.10;0.00;0.47;
2020-12-21;0.00;19.86;0.00;0.56;
2020-12-22;0.00;16.62;0.00;0.55;
2020-12-23;0.00;25.04;0.00;0.51;
2020-12-24;0.00;12.92;0.00;0.52;
2020-12-25;0.22;12.44;0.00;2.79;
2020-12-26;0.03;14.12;0.00;1.60;
2020-12-27;0.10;18.66;0.00;3.52;
2020-12-28;0.15;16.74;0.00;1.99;
2020-12-29;0.18;16.01;0.00;3.65;
2020-12-30;0.00;26.58;0.00;0.65;
2020-12-31;0.07;14.68;0.00;2.18;
2021-01-00;0.07;14.68;0.00;2.18;
2021-01-01;0.21;16.64;0.00;2.31;
2021-01-02;0.00;22.17;0.00;1.78;
2021-01-03;0.19;16.53;0.00;3.12;
2021-01-04;0.03;19.72;0.00;1.62;
2021-01-05;0.00;16.48;0.00;0.92;
2021-01-06;0.00;18.08;0.00;0.87;
2021-01-07;0.04;17.86;0.00;1.55;
2021-01-08;0.13;12.62;0.00;3.39;
2021-01-09;0.01;14.25;0.00;1.47;
2021-01-10;0.08;17.30;0.00;1.66;
2021-01-11;0.35;10.20;0.00;5.30;
2021-01-12;0.00;28.08;0.00;0.96;
2021-01-13;0.00;20.57;0.00;0.01;
2021-01-14;0.00;25.49;0.00;0.01;
2021-01-15;0.00;17.89;0.00;0.03;
2021-01-16;0.00;24.31;0.00;0.04;
2021-01-17;0.00;14.77;0.00;0.00;
2021-01-18;0.00;26.94;0.00;0.00;
2021-01-19;0.00;15.04;0.00;0.00;
2021-01-20;0.00;24.09;0.00;0.00;
2021-01-21;0.00;20.27;0.00;0.33;
2021-01-22;0.00;13.83;0.00;0.83;
2021-01-23;0.00;18.10;0.00;0.81;
2021-01-24;0.04;29.97;0.00;2.62;
2021-01-25;0.17;12.40;0.00;3.85;
2021-01-26;0.09;20.56;0.00;3.98;
2021-01-27;0.13;11.94;0.00;2.99;
2021-01-28;0.14;17.92;0.00;1.76;
2021-01-29;0.00;24.27;0.00;0.36;
2021-01-30;0.01;21.82;0.00;1.66;
2021-02-00;0.48;11.34;0.00;7.06;
2021-02-01;0.31;16.62;0.00;8.45;
2021-02-02;0.00;23.50;0.00;1.18;
2021-02-03;0.01;23.77;0.00;1.65;
2021-02-04;0.13;17.90;0.00;2.58;
2021-02-05;0.19;16.01;0.00;3.13;
2021-02-06;0.00;22.65;0.00;1.21;
2021-02-07;0.00;18.82;0.00;0.88;
2021-02-08;0.16;16.27;0.00;4.99;
2021-02-09;0.16;14.57;0.00;2.38;
2021-02-10;0.00;19.58;0.00;0.69;
2021-02-11;0.00;15.67;0.00;0.62;
2021-02-12;0.00;30.13;0.00;1.36;
2021-02-13;0.00;21.09;0.00;1.39;
2021-02-14;0.42;8.68;0.00;4.34;
2021-02-15;0.43;22.55;0.00;12.28;
2021-02-16;0.00;12.36;0.00;0.94;
2021-02-17;0.00;14.69;0.00;0.65;
2021-02-18;0.41;17.45;0.00;6.05;
2021-02-19;0.12;15.64;0.00;3.45;
2021-02-20;0.50;18.49;0.00;8.21;
2021-02-21;0.22;20.44;0.00;3.75;
2021-02-22;0.65;12.54;0.00;11.20;
2021-02-23;0.46;12.30;0.00;9.43;
2021-02-24;0.52;12.18;0.00;11.78;

